Date;Heure;Min;Sec;stationCode;stationName;stationState;stationKioskState;stationNbEDock;stationNbBike;stationNbEBike;nbFreeDock;nbFreeEDock;stationNbBikeOverflow;stationNbEBikeOverflow;stationInsertedInDb;stationOperativeDate
9/05/19;20;05;47;5005;Saint Paul;OPEN;0;23;3;0;20;0;0;0;2019-05-08 19:23:49;2019-05-09 07:27:38;
9/05/19;20;05;47;7057;Jaurès / Bollier;OPEN;0;34;5;0;18;0;0;0;2019-05-08 19:23:52;2019-05-08 19:49:39;
9/05/19;20;05;47;10005;Bd du 11 novembre;OPEN;0;35;1;0;34;0;0;0;2019-05-08 19:23:52;2019-05-08 20:08:17;
9/05/19;20;05;47;7016;Place Saint Louis;OPEN;0;15;9;0;6;0;0;0;2019-05-08 19:23:53;2019-05-08 20:08:18;
9/05/19;20;06;46;10075;Gabriel Péri;OPEN;0;12;3;0;9;0;0;0;2019-05-08 19:23:26;2019-05-09 07:27:38;
9/05/19;20;06;46;6042;Cité Internationale / Résidence hôtelière;OPEN;0;28;2;0;26;0;0;0;2019-05-08 19:23:48;2019-05-08 19:49:39;
9/05/19;20;06;46;8058;Longefer / Kruger;OPEN;0;16;3;0;13;0;0;0;2019-05-08 19:23:28;2019-05-08 20:08:17;
9/05/19;20;06;46;10091;Château Gaillard / Fort;OPEN;0;16;3;0;12;0;0;0;2019-05-08 19:23:42;2019-05-09 07:27:38;
9/05/19;20;06;46;7053;Jaurès / Thibaudière;OPEN;0;18;8;0;9;0;0;0;2019-05-08 19:23:25;2019-05-08 19:49:39;
9/05/19;20;06;46;10021;GrandClément;OPEN;0;19;2;0;16;0;0;0;2019-05-08 19:23:26;2019-05-08 20:08:17;
9/05/19;20;06;46;8024;Mermoz / Michelet;OPEN;0;12;10;0;2;0;0;0;2019-05-08 19:23:34;2019-05-08 20:20:44;
9/05/19;20;06;47;10086;Anatole France;OPEN;0;10;4;0;6;0;0;0;2019-05-08 19:23:31;2019-05-08 20:08:17;
9/05/19;20;06;47;4024;Lyon Métropole;OPEN;0;25;9;0;16;0;0;0;2019-05-08 19:23:33;2019-05-08 20:20:44;
9/05/19;20;06;47;6040;Les Halles;OPEN;0;15;1;0;13;0;0;0;2019-05-08 19:23:35;2019-05-08 19:49:39;
9/05/19;20;06;47;3051;Place Henri;OPEN;0;13;12;0;1;0;0;0;2019-05-08 19:23:30;2019-05-09 07:27:38;
9/05/19;20;06;47;8015;Bd Jean XXIII;OPEN;0;16;6;0;9;0;0;0;2019-05-08 19:23:51;2019-05-09 07:27:38;
9/05/19;20;06;47;6007;Masséna;OPEN;0;20;8;0;12;0;0;0;2019-05-08 19:23:20;2019-05-08 19:49:39;
9/05/19;20;06;47;3103;Place Danton;OPEN;0;18;7;0;11;0;0;0;2019-05-08 19:23:22;2019-05-08 19:49:39;
9/05/19;20;06;47;2004;Perrache / Carnot;OPEN;0;18;6;0;11;0;0;0;2019-05-08 19:23:23;2019-05-08 20:08:17;
9/05/19;20;06;47;3043;Place Rouget de L'Isle;OPEN;0;16;13;0;3;0;0;0;2019-05-08 19:23:19;2019-05-08 20:20:44;
9/05/19;20;06;47;8010;Place Mendès France;OPEN;0;20;2;0;17;0;0;0;2019-05-08 19:23:36;2019-05-08 20:08:17;
9/05/19;20;06;47;7024;Bancel / Chevreul;OPEN;0;21;14;0;1;0;0;0;2019-05-08 19:23:45;2019-05-08 20:08:17;
9/05/19;20;06;47;7018;Lycée Louise Labé;OPEN;0;20;3;0;16;0;0;0;2019-05-08 19:23:21;2019-05-08 20:08:17;
9/05/19;20;06;47;7003;Gambetta / Garibaldi;OPEN;0;30;14;0;12;0;0;0;2019-05-08 19:23:48;2019-05-08 20:08:17;
9/05/19;20;06;47;7007;Farge / Ayasse;OPEN;0;20;14;0;2;0;0;0;2019-05-08 19:23:49;2019-05-09 07:27:38;
9/05/19;20;06;47;3053;Gambetta / Jusserand;OPEN;0;13;7;0;5;0;0;0;2019-05-08 19:23:50;2019-05-08 20:20:45;
9/05/19;20;06;47;10084;Doua / Avenue des Arts;OPEN;0;30;7;0;23;0;0;0;2019-05-08 19:23:50;2019-05-08 20:08:17;
9/05/19;20;06;47;4026;Birmingham;OPEN;0;20;10;0;10;0;0;0;2019-05-08 19:23:52;2019-05-09 07:27:38;
9/05/19;20;06;47;10036;Stalingrad;OPEN;0;16;1;0;14;0;0;0;2019-05-08 19:23:52;2019-05-09 07:27:38;
9/05/19;20;06;47;2012;Gailleton;OPEN;0;16;8;0;8;0;0;0;2019-05-08 19:23:52;2019-05-08 19:49:39;
9/05/19;20;06;47;10002;INSA;OPEN;0;40;0;0;40;0;0;0;2019-05-08 19:23:53;2019-05-08 20:08:18;
9/05/19;20;07;47;3066;Kimmerling / Faure;OPEN;0;20;3;0;12;0;0;0;2019-05-08 19:23:43;2019-05-08 20:20:44;
9/05/19;20;07;47;8053;Lumière/Trouilhet;OPEN;0;16;6;0;10;0;0;0;2019-05-08 19:23:32;2019-05-08 20:20:44;
9/05/19;20;07;47;12002;Poudrette la Soie;OPEN;0;20;0;0;19;0;0;0;2019-05-08 19:23:28;2019-05-09 19:19:17;
9/05/19;20;07;47;7053;Jaurès / Thibaudière;OPEN;0;18;7;0;10;0;0;0;2019-05-08 19:23:25;2019-05-08 19:49:39;
9/05/19;20;07;47;3012;Place du Château;OPEN;0;25;7;0;18;0;0;0;2019-05-08 19:23:25;2019-05-08 20:20:44;
9/05/19;20;07;47;10021;GrandClément;OPEN;0;19;3;0;16;0;0;0;2019-05-08 19:23:26;2019-05-08 20:08:17;
9/05/19;20;07;47;1032;Pizay;OPEN;0;22;20;0;2;0;0;0;2019-05-08 19:23:39;2019-05-09 07:27:38;
9/05/19;20;07;47;2041;Sala/Charité;OPEN;0;16;8;0;8;0;0;0;2019-05-08 19:23:30;2019-05-09 07:27:38;
9/05/19;20;07;47;8041;Etats-Unis / Viviani;OPEN;0;20;7;0;13;0;0;0;2019-05-08 19:23:34;2019-05-09 07:27:38;
9/05/19;20;07;47;8001;Université Lyon III;OPEN;0;26;3;0;23;0;0;0;2019-05-08 19:23:40;2019-05-08 20:20:44;
9/05/19;20;07;47;7034;Piscine du Rhône;OPEN;0;28;0;0;31;0;0;0;2019-05-08 19:23:47;2019-05-08 20:08:17;
9/05/19;20;07;47;1031;Place de la Paix;OPEN;0;20;18;0;2;0;0;0;2019-05-08 19:23:25;2019-05-09 07:38:23;
9/05/19;20;07;47;3080;Part-Dieu / Villette;OPEN;0;30;2;0;28;0;0;0;2019-05-08 19:23:25;2019-05-08 19:49:39;
9/05/19;20;07;47;6016;Viabert / Thiers;OPEN;0;16;4;0;12;0;0;0;2019-05-08 19:23:22;2019-05-08 19:49:39;
9/05/19;20;07;47;2042;Joffre / Vaubecour;OPEN;0;20;5;0;14;0;0;0;2019-05-08 19:23:31;2019-05-08 20:08:17;
9/05/19;20;07;47;9003;Place Valmy;OPEN;0;16;3;0;13;0;0;0;2019-05-08 19:23:28;2019-05-09 07:27:38;
9/05/19;20;07;47;10058;métro Flachet;OPEN;0;22;15;0;7;0;0;0;2019-05-08 19:23:36;2019-05-09 07:27:38;
9/05/19;20;07;47;7024;Bancel / Chevreul;OPEN;0;21;15;0;0;0;0;0;2019-05-08 19:23:45;2019-05-08 20:08:17;
9/05/19;20;07;47;6020;Musée Guimet;OPEN;0;15;5;0;10;0;0;0;2019-05-08 19:23:49;2019-05-09 07:27:38;
9/05/19;20;07;47;7056;Place Raspail;OPEN;0;22;2;0;19;0;0;0;2019-05-08 19:23:50;2019-05-08 20:08:17;
9/05/19;20;07;47;4026;Birmingham;OPEN;0;20;9;0;11;0;0;0;2019-05-08 19:23:52;2019-05-09 07:27:38;
9/05/19;20;07;47;10036;Stalingrad;OPEN;0;16;2;0;14;0;0;0;2019-05-08 19:23:52;2019-05-09 07:27:38;
9/05/19;20;07;47;1012;Ampère / Bourse;OPEN;0;26;15;0;3;0;0;0;2019-05-08 19:23:54;2019-05-08 20:08:18;
9/05/19;20;07;47;3018;Créqui / Voltaire;OPEN;0;30;2;0;26;0;0;0;2019-05-08 19:23:54;2019-05-08 19:49:39;
9/05/19;20;07;47;1003;Place Sathonay;OPEN;0;15;10;0;5;0;0;0;2019-05-08 19:23:54;2019-05-09 07:27:38;
9/05/19;20;07;47;7035;Marseille / Université;OPEN;0;29;1;0;39;0;0;0;2019-05-08 19:23:55;2019-05-08 19:49:39;
9/05/19;20;08;46;10113;Gare de Villeurbanne;OPEN;0;22;2;0;20;0;0;0;2019-05-08 19:23:42;2019-05-08 20:20:44;
9/05/19;20;08;46;10018;Tolstoï / Florian;OPEN;0;21;14;0;7;0;0;0;2019-05-08 19:23:26;2019-05-08 20:20:44;
9/05/19;20;08;46;2013;Célestins;OPEN;0;22;12;0;10;0;0;0;2019-05-08 19:23:48;2019-05-09 07:27:38;
9/05/19;20;08;46;10008;Salengro / Vaillant;OPEN;0;24;17;0;7;0;0;0;2019-05-08 19:23:43;2019-05-08 20:08:17;
9/05/19;20;08;46;10119;Villeurbanne Saint Jean;OPEN;0;12;6;0;6;0;0;0;2019-05-08 19:23:24;2019-05-09 07:27:38;
9/05/19;20;08;46;6044;Charmettes / Bellecombe;OPEN;0;16;10;0;6;0;0;0;2019-05-08 19:23:26;2019-05-08 19:49:39;
9/05/19;20;08;46;10006;Charpennes;OPEN;0;32;0;0;32;0;0;0;2019-05-08 19:23:22;2019-05-08 19:49:39;
9/05/19;20;08;46;10013;Cusset;OPEN;0;20;1;0;19;0;0;0;2019-05-08 19:23:39;2019-05-09 19:19:17;
9/05/19;20;08;46;6002;Porte des Enfants du Rhône;OPEN;0;29;4;0;25;0;0;0;2019-05-08 19:23:27;2019-05-09 07:27:38;
9/05/19;20;08;46;5006;Quai Romain Rolland;OPEN;0;17;16;0;1;0;0;0;2019-05-08 19:23:44;2019-05-08 20:08:17;
9/05/19;20;08;47;3097;Augagneur / Fosse aux Ours;OPEN;0;16;1;0;15;0;0;0;2019-05-08 19:23:34;2019-05-08 19:49:39;
9/05/19;20;08;47;10059;Anatole France / Zola;OPEN;0;13;7;0;6;0;0;0;2019-05-08 19:23:31;2019-05-08 19:49:39;
9/05/19;20;08;47;5041;L'Homme de la Roche;OPEN;0;21;19;0;2;0;0;0;2019-05-08 19:23:42;2019-05-09 07:27:38;
9/05/19;20;08;47;6028;Récamier / Tête d'Or;OPEN;0;16;3;0;12;0;0;0;2019-05-08 19:23:44;2019-05-08 20:08:17;
9/05/19;20;08;47;10086;Anatole France;OPEN;0;10;3;0;7;0;0;0;2019-05-08 19:23:31;2019-05-08 20:08:17;
9/05/19;20;08;47;10101;Einstein / 11 novembre 1918;OPEN;0;34;6;0;25;0;0;0;2019-05-08 19:23:47;2019-05-08 19:49:39;
9/05/19;20;08;47;8041;Etats-Unis / Viviani;OPEN;0;20;6;0;14;0;0;0;2019-05-08 19:23:34;2019-05-09 07:27:38;
9/05/19;20;08;47;2022;Place Carnot;OPEN;0;30;17;0;11;0;0;0;2019-05-08 19:23:30;2019-05-08 19:49:39;
9/05/19;20;08;47;3099;Place Sainte Anne;OPEN;0;18;13;0;3;0;0;0;2019-05-08 19:23:36;2019-05-09 07:27:38;
9/05/19;20;08;47;8001;Université Lyon III;OPEN;0;26;2;0;24;0;0;0;2019-05-08 19:23:40;2019-05-08 20:20:44;
9/05/19;20;08;47;3103;Place Danton;OPEN;0;18;6;0;12;0;0;0;2019-05-08 19:23:22;2019-05-08 19:49:39;
9/05/19;20;08;47;1002;Opéra;OPEN;0;22;20;0;1;0;0;0;2019-05-08 19:23:31;2019-05-08 19:49:39;
9/05/19;20;08;47;2024;République / Maupin;OPEN;0;15;11;0;4;0;0;0;2019-05-08 19:23:36;2019-05-09 07:27:38;
9/05/19;20;08;47;9003;Place Valmy;OPEN;0;16;4;0;12;0;0;0;2019-05-08 19:23:28;2019-05-09 07:27:38;
9/05/19;20;08;47;2015;Place de la République;OPEN;0;27;4;0;23;0;0;0;2019-05-08 19:23:21;2019-05-09 07:27:38;
9/05/19;20;08;47;7018;Lycée Louise Labé;OPEN;0;20;4;0;15;0;0;0;2019-05-08 19:23:21;2019-05-08 20:08:17;
9/05/19;20;08;47;6023;Quai Sarrail;OPEN;0;14;9;0;5;0;0;0;2019-05-08 19:23:46;2019-05-08 20:08:17;
9/05/19;20;08;47;9004;Gare de Vaise;OPEN;0;22;14;0;6;0;0;0;2019-05-08 19:23:45;2019-05-08 19:49:39;
9/05/19;20;08;47;8061;Stade Vuillermet;OPEN;0;18;11;0;7;0;0;0;2019-05-08 19:23:48;2019-05-09 07:38:23;
9/05/19;20;08;47;7003;Gambetta / Garibaldi;OPEN;0;30;16;0;10;0;0;0;2019-05-08 19:23:48;2019-05-08 20:08:17;
9/05/19;20;08;47;10028;Ecole de musique;OPEN;0;24;15;0;7;0;0;0;2019-05-08 19:23:49;2019-05-08 19:49:39;
9/05/19;20;08;47;7056;Place Raspail;OPEN;0;22;1;0;20;0;0;0;2019-05-08 19:23:50;2019-05-08 20:08:17;
9/05/19;20;08;47;10103;DOUA / Rue des sports;OPEN;0;30;1;0;29;0;0;0;2019-05-08 19:23:51;2019-05-08 20:08:17;
9/05/19;20;08;47;4026;Birmingham;OPEN;0;20;10;0;10;0;0;0;2019-05-08 19:23:52;2019-05-09 07:27:38;
9/05/19;20;08;47;6006;Boulevard des Belges;OPEN;0;15;1;0;14;0;0;0;2019-05-08 19:23:53;2019-05-08 20:20:45;
9/05/19;20;08;47;10002;INSA;OPEN;0;40;1;0;39;0;0;0;2019-05-08 19:23:53;2019-05-08 20:08:18;
9/05/19;20;08;47;10007;Piaton / Condorcet;OPEN;0;10;3;0;7;0;0;0;2019-05-08 19:23:54;2019-05-09 07:27:38;
9/05/19;20;09;46;10075;Gabriel Péri;OPEN;0;12;4;0;8;0;0;0;2019-05-08 19:23:26;2019-05-09 07:27:38;
9/05/19;20;09;46;4006;Philippe de Lassalle;OPEN;0;22;8;0;14;0;0;0;2019-05-08 19:23:26;2019-05-09 07:27:38;
9/05/19;20;09;46;6044;Charmettes / Bellecombe;OPEN;0;16;9;0;7;0;0;0;2019-05-08 19:23:26;2019-05-08 19:49:39;
9/05/19;20;09;46;7061;Jaurès / Université;OPEN;0;20;6;0;14;0;0;0;2019-05-08 19:23:39;2019-05-08 20:08:17;
9/05/19;20;09;47;5041;L'Homme de la Roche;OPEN;0;21;18;0;3;0;0;0;2019-05-08 19:23:42;2019-05-09 07:27:38;
9/05/19;20;09;47;6028;Récamier / Tête d'Or;OPEN;0;16;2;0;13;0;0;0;2019-05-08 19:23:44;2019-05-08 20:08:17;
9/05/19;20;09;47;7055;Servant / Jaboulay;OPEN;0;16;11;0;5;0;0;0;2019-05-08 19:23:36;2019-05-09 07:27:38;
9/05/19;20;09;47;10048;Place Marengo;OPEN;0;27;22;0;1;0;0;0;2019-05-08 19:23:30;2019-05-08 20:20:44;
9/05/19;20;09;47;8001;Université Lyon III;OPEN;0;26;1;0;25;0;0;0;2019-05-08 19:23:40;2019-05-08 20:20:44;
9/05/19;20;09;47;10087;Baratin;OPEN;0;12;2;0;10;0;0;0;2019-05-08 19:23:34;2019-05-09 19:19:17;
9/05/19;20;09;47;6007;Masséna;OPEN;0;20;6;0;14;0;0;0;2019-05-08 19:23:20;2019-05-08 19:49:39;
9/05/19;20;09;47;5016;Mairie du 5e;OPEN;0;13;1;0;10;0;0;0;2019-05-08 19:23:40;2019-05-08 19:49:39;
9/05/19;20;09;47;8035;Sans Souci;OPEN;0;20;8;0;11;0;0;0;2019-05-08 19:23:29;2019-05-09 07:27:38;
9/05/19;20;09;47;3080;Part-Dieu / Villette;OPEN;0;30;3;0;27;0;0;0;2019-05-08 19:23:25;2019-05-08 19:49:39;
9/05/19;20;09;47;1002;Opéra;OPEN;0;22;19;0;2;0;0;0;2019-05-08 19:23:31;2019-05-08 19:49:39;
9/05/19;20;09;47;3081;Part-Dieu / Francfort;OPEN;0;28;1;0;26;0;0;0;2019-05-08 19:23:39;2019-05-08 20:08:17;
9/05/19;20;09;47;4001;Conservatoire bis;OPEN;0;22;4;0;17;0;0;0;2019-05-08 19:23:41;2019-05-09 19:19:17;
9/05/19;20;09;47;5040;Place Crépu;OPEN;0;20;16;0;2;0;0;0;2019-05-08 19:23:44;2019-05-08 20:08:17;
9/05/19;20;09;47;5004;Saint Jean;OPEN;0;29;16;0;23;0;0;0;2019-05-08 19:23:23;2019-05-08 19:49:39;
9/05/19;20;09;47;4012;Place Adrien Godien;OPEN;0;18;11;0;7;0;0;0;2019-05-08 19:23:46;2019-05-08 20:20:44;
9/05/19;20;09;47;3015;Servient / Garibaldi;OPEN;0;17;0;0;17;0;0;0;2019-05-08 19:23:21;2019-05-08 19:49:39;
9/05/19;20;09;47;10028;Ecole de musique;OPEN;0;24;14;0;8;0;0;0;2019-05-08 19:23:49;2019-05-08 19:49:39;
9/05/19;20;09;47;10103;DOUA / Rue des sports;OPEN;0;30;2;0;28;0;0;0;2019-05-08 19:23:51;2019-05-08 20:08:17;
9/05/19;20;09;47;2030;République / Poulaillerie;OPEN;0;22;5;0;17;0;0;0;2019-05-08 19:23:52;2019-05-08 20:08:17;
9/05/19;20;09;47;3100;Sisley / Dauphiné;OPEN;0;17;4;0;13;0;0;0;2019-05-08 19:23:53;2019-05-08 20:08:18;
9/05/19;20;09;47;10007;Piaton / Condorcet;OPEN;0;10;2;0;8;0;0;0;2019-05-08 19:23:54;2019-05-09 07:27:38;
9/05/19;20;09;47;5015;Fulchiron;OPEN;0;19;11;0;8;0;0;0;2019-05-08 19:23:54;2019-05-09 07:27:38;
9/05/19;20;09;47;10120;Salengro / Descartes;OPEN;0;15;5;0;10;0;0;0;2019-05-08 19:23:55;2019-05-08 20:08:18;
9/05/19;20;10;46;1034;Carmélites;OPEN;0;16;1;0;14;0;0;0;2019-05-08 19:23:43;2019-05-09 07:27:38;
9/05/19;20;10;46;3013;Place Antoinette;OPEN;0;21;20;0;1;0;0;0;2019-05-08 19:23:43;2019-05-08 19:49:39;
9/05/19;20;10;46;10008;Salengro / Vaillant;OPEN;0;24;18;0;6;0;0;0;2019-05-08 19:23:43;2019-05-08 20:08:17;
9/05/19;20;10;46;10021;GrandClément;OPEN;0;19;4;0;15;0;0;0;2019-05-08 19:23:26;2019-05-08 20:08:17;
9/05/19;20;10;46;7023;Berthelot / Route de Vienne;OPEN;0;15;10;0;5;0;0;0;2019-05-08 19:23:26;2019-05-08 19:49:39;
9/05/19;20;10;46;8052;Clinique Montplaisir;OPEN;0;16;9;0;6;0;0;0;2019-05-08 19:23:21;2019-05-08 20:20:44;
9/05/19;20;10;46;10004;Tonkin;OPEN;0;10;1;0;9;0;0;0;2019-05-08 19:23:44;2019-05-08 20:20:44;
9/05/19;20;10;46;3097;Augagneur / Fosse aux Ours;OPEN;0;16;2;0;14;0;0;0;2019-05-08 19:23:34;2019-05-08 19:49:39;
9/05/19;20;10;46;2041;Sala/Charité;OPEN;0;16;9;0;7;0;0;0;2019-05-08 19:23:30;2019-05-09 07:27:38;
9/05/19;20;10;47;8004;Mairie 8e;OPEN;0;21;11;0;10;0;0;0;2019-05-08 19:23:38;2019-05-09 07:38:23;
9/05/19;20;10;47;2039;Charité / Récamier;OPEN;0;17;6;0;11;0;0;0;2019-05-08 19:23:41;2019-05-08 19:49:39;
9/05/19;20;10;47;3086;Feuillat / Lacassagne;OPEN;0;16;11;0;3;0;0;0;2019-05-08 19:23:48;2019-05-08 20:20:44;
9/05/19;20;10;47;3051;Place Henri;OPEN;0;13;13;0;0;0;0;0;2019-05-08 19:23:30;2019-05-09 07:27:38;
9/05/19;20;10;47;2028;Sainte Blandine;OPEN;0;16;0;0;16;0;0;0;2019-05-08 19:23:35;2019-05-08 19:49:39;
9/05/19;20;10;47;10046;Charmettes / Zola;OPEN;0;24;5;0;19;0;0;0;2019-05-08 19:23:24;2019-05-08 20:08:17;
9/05/19;20;10;47;3037;Paul Bert / Garibaldi;OPEN;0;20;2;0;18;0;0;0;2019-05-08 19:23:29;2019-05-09 07:27:38;
9/05/19;20;10;47;3080;Part-Dieu / Villette;OPEN;0;30;1;0;29;0;0;0;2019-05-08 19:23:25;2019-05-08 19:49:39;
9/05/19;20;10;47;1022;Place Tolozan;OPEN;0;30;5;0;24;0;0;0;2019-05-08 19:23:23;2019-05-08 19:49:39;
9/05/19;20;10;47;3015;Servient / Garibaldi;OPEN;0;17;0;0;16;0;0;0;2019-05-08 19:23:21;2019-05-08 19:49:39;
9/05/19;20;10;47;3007;Place d'Arsonval;OPEN;0;32;1;0;29;0;0;0;2019-05-08 19:23:20;2019-05-08 19:49:39;
9/05/19;20;10;47;7030;Quartier Général Frère;OPEN;0;30;28;0;2;0;0;0;2019-05-08 19:23:48;2019-05-08 20:08:17;
9/05/19;20;10;47;2030;République / Poulaillerie;OPEN;0;22;4;0;18;0;0;0;2019-05-08 19:23:52;2019-05-08 20:08:17;
9/05/19;20;10;47;7035;Marseille / Université;OPEN;0;29;2;0;38;0;0;0;2019-05-08 19:23:55;2019-05-08 19:49:39;
9/05/19;20;11;46;1021;Terreaux / Beaux Arts;OPEN;0;11;10;0;1;0;0;0;2019-05-08 19:23:32;2019-05-08 20:08:17;
9/05/19;20;11;46;8058;Longefer / Kruger;OPEN;0;16;2;0;14;0;0;0;2019-05-08 19:23:28;2019-05-08 20:08:17;
9/05/19;20;11;46;6033;Créqui / Lafayette;OPEN;0;15;2;0;13;0;0;0;2019-05-08 19:23:29;2019-05-08 20:20:44;
9/05/19;20;11;46;3012;Place du Château;OPEN;0;25;8;0;17;0;0;0;2019-05-08 19:23:25;2019-05-08 20:20:44;
9/05/19;20;11;46;8009;Jean XXIII / Mermoz;OPEN;0;20;1;0;19;0;0;0;2019-05-08 19:23:29;2019-05-08 20:08:17;
9/05/19;20;11;46;10016;Place de la paix;OPEN;0;17;9;0;7;0;0;0;2019-05-08 19:23:33;2019-05-09 07:59:41;
9/05/19;20;11;46;3004;Bourse du travail;OPEN;0;20;2;0;18;0;0;0;2019-05-08 19:23:33;2019-05-08 20:20:44;
9/05/19;20;11;47;6028;Récamier / Tête d'Or;OPEN;0;16;3;0;12;0;0;0;2019-05-08 19:23:44;2019-05-08 20:08:17;
9/05/19;20;11;47;9002;Mairie du 9e;OPEN;0;22;1;0;20;0;0;0;2019-05-08 19:23:41;2019-05-08 19:49:39;
9/05/19;20;11;47;9020;Bourbonnais;OPEN;0;12;5;0;6;0;0;0;2019-05-08 19:23:23;2019-05-09 07:27:38;
9/05/19;20;11;47;1005;Meissonier;OPEN;0;10;7;0;3;0;0;0;2019-05-08 19:23:35;2019-05-08 20:08:17;
9/05/19;20;11;47;3089;Trarieux / Lacassagne;OPEN;0;24;5;0;19;0;0;0;2019-05-08 19:23:51;2019-05-08 20:08:17;
9/05/19;20;11;47;2001;Bellecour / République;OPEN;0;18;8;0;9;0;0;0;2019-05-08 19:23:35;2019-05-08 19:49:39;
9/05/19;20;11;47;8001;Université Lyon III;OPEN;0;26;2;0;24;0;0;0;2019-05-08 19:23:40;2019-05-08 20:20:44;
9/05/19;20;11;47;3005;Saxe-Gambetta;OPEN;0;20;14;0;6;0;0;0;2019-05-08 19:23:40;2019-05-08 19:49:39;
9/05/19;20;11;47;2020;Musée des Confluences;OPEN;0;20;9;0;11;0;0;0;2019-05-08 19:23:24;2019-05-08 20:08:17;
9/05/19;20;11;47;4017;Place des tapis;OPEN;0;17;1;0;15;0;0;0;2019-05-08 19:23:24;2019-05-09 07:27:38;
9/05/19;20;11;47;6007;Masséna;OPEN;0;20;5;0;15;0;0;0;2019-05-08 19:23:20;2019-05-08 19:49:39;
9/05/19;20;11;47;10064;4 août 1789;OPEN;0;10;1;0;8;0;0;0;2019-05-08 19:23:47;2019-05-09 07:27:38;
9/05/19;20;11;47;5016;Mairie du 5e;OPEN;0;13;0;0;3;0;0;0;2019-05-08 19:23:40;2019-05-08 19:49:39;
9/05/19;20;11;47;3043;Place Rouget de L'Isle;OPEN;0;16;12;0;4;0;0;0;2019-05-08 19:23:19;2019-05-08 20:20:44;
9/05/19;20;11;47;4002;Mairie du 4e;OPEN;0;20;14;0;6;0;0;0;2019-05-08 19:23:39;2019-05-09 07:27:38;
9/05/19;20;11;47;8010;Place Mendès France;OPEN;0;20;3;0;16;0;0;0;2019-05-08 19:23:36;2019-05-08 20:08:17;
9/05/19;20;11;47;2015;Place de la République;OPEN;0;27;3;0;24;0;0;0;2019-05-08 19:23:21;2019-05-09 07:27:38;
9/05/19;20;11;47;12001;La Soie;OPEN;0;25;1;0;24;0;0;0;2019-05-08 19:23:45;2019-05-09 07:27:38;
9/05/19;20;11;47;6008;Place Jules Ferry;OPEN;0;20;1;0;18;0;0;0;2019-05-08 19:23:23;2019-05-08 20:08:17;
9/05/19;20;11;47;3007;Place d'Arsonval;OPEN;0;32;0;0;30;0;0;0;2019-05-08 19:23:20;2019-05-08 19:49:39;
9/05/19;20;11;47;6020;Musée Guimet;OPEN;0;15;6;0;9;0;0;0;2019-05-08 19:23:49;2019-05-09 07:27:38;
9/05/19;20;11;47;10117;La Pérralière;OPEN;0;22;10;0;12;0;0;0;2019-05-08 19:23:52;2019-05-09 07:38:23;
9/05/19;20;11;47;7057;Jaurès / Bollier;OPEN;0;34;6;0;17;0;0;0;2019-05-08 19:23:52;2019-05-08 19:49:39;
9/05/19;20;11;47;2012;Gailleton;OPEN;0;16;7;0;9;0;0;0;2019-05-08 19:23:52;2019-05-08 19:49:39;
9/05/19;20;11;47;10002;INSA;OPEN;0;40;0;0;40;0;0;0;2019-05-08 19:23:53;2019-05-08 20:08:18;
9/05/19;20;12;46;6044;Charmettes / Bellecombe;OPEN;0;16;8;0;8;0;0;0;2019-05-08 19:23:26;2019-05-08 19:49:39;
9/05/19;20;12;47;10024;Maisons Neuves;OPEN;0;23;7;0;2;0;0;0;2019-05-08 19:23:40;2019-05-09 07:27:38;
9/05/19;20;12;47;8052;Clinique Montplaisir;OPEN;0;16;8;0;7;0;0;0;2019-05-08 19:23:21;2019-05-08 20:20:44;
9/05/19;20;12;47;8009;Jean XXIII / Mermoz;OPEN;0;20;3;0;17;0;0;0;2019-05-08 19:23:29;2019-05-08 20:08:17;
9/05/19;20;12;47;10053;Rossellini / 11 Novembre;OPEN;0;20;1;0;18;0;0;0;2019-05-08 19:23:27;2019-05-08 20:08:17;
9/05/19;20;12;47;8024;Mermoz / Michelet;OPEN;0;12;11;0;1;0;0;0;2019-05-08 19:23:34;2019-05-08 20:20:44;
9/05/19;20;12;47;10059;Anatole France / Zola;OPEN;0;13;6;0;7;0;0;0;2019-05-08 19:23:31;2019-05-08 19:49:39;
9/05/19;20;12;47;1036;Aveyron;OPEN;0;17;6;0;10;0;0;0;2019-05-08 19:23:23;2019-05-09 07:27:38;
9/05/19;20;12;47;3086;Feuillat / Lacassagne;OPEN;0;16;13;0;1;0;0;0;2019-05-08 19:23:48;2019-05-08 20:20:44;
9/05/19;20;12;47;2006;Place de l'Hippodrome;OPEN;0;14;8;0;14;0;0;0;2019-05-08 19:23:35;2019-05-08 20:08:17;
9/05/19;20;12;47;2020;Musée des Confluences;OPEN;0;20;7;0;13;0;0;0;2019-05-08 19:23:24;2019-05-08 20:08:17;
9/05/19;20;12;47;10046;Charmettes / Zola;OPEN;0;24;4;0;20;0;0;0;2019-05-08 19:23:24;2019-05-08 20:08:17;
9/05/19;20;12;47;10122;Verdun / Desgrand;OPEN;0;21;5;0;16;0;0;0;2019-05-08 19:23:39;2019-05-09 07:27:38;
9/05/19;20;12;47;6031;Lafayette / Corneille;OPEN;0;13;1;0;12;0;0;0;2019-05-08 19:23:22;2019-05-08 19:49:39;
