Date;Heure;Min;Sec;stationCode;stationName;stationState;stationKioskState;stationNbEDock;stationNbBike;stationNbEBike;nbFreeDock;nbFreeEDock;stationNbBikeOverflow;stationNbEBikeOverflow;stationInsertedInDb;stationOperativeDate
9/05/19;05;59;41;5047;Albéric Pont;OPEN;0;16;2;0;13;0;0;0;2019-05-08 19:23:32;2019-05-08 20:08:17;
9/05/19;05;59;41;8053;Lumière/Trouilhet;OPEN;0;16;16;0;0;0;0;0;2019-05-08 19:23:32;2019-05-08 20:20:44;
9/05/19;05;59;41;10018;Tolstoï / Florian;OPEN;0;21;7;0;14;0;0;0;2019-05-08 19:23:26;2019-05-08 20:20:44;
9/05/19;05;59;41;9049;Sergent Berthet / Gorge de Loup;OPEN;0;16;13;0;3;0;0;0;2019-05-08 19:23:26;2019-05-09 07:27:38;
9/05/19;05;59;41;2037;Place des Archives;OPEN;0;30;0;0;38;0;0;0;2019-05-08 19:23:28;2019-05-09 07:27:38;
9/05/19;05;59;41;1034;Carmélites;OPEN;0;16;3;0;13;0;0;0;2019-05-08 19:23:43;2019-05-09 07:27:38;
9/05/19;05;59;41;10008;Salengro / Vaillant;OPEN;0;24;8;0;16;0;0;0;2019-05-08 19:23:43;2019-05-08 20:08:17;
9/05/19;05;59;41;3058;Place du Lac;OPEN;0;19;12;0;7;0;0;0;2019-05-08 19:23:22;2019-05-08 20:08:17;
9/05/19;05;59;41;10055;Condorcet / Galline;OPEN;0;15;2;0;13;0;0;0;2019-05-08 19:23:34;2019-05-09 07:27:38;
9/05/19;05;59;41;6012;Place Puvis de Chavannes;OPEN;0;10;0;0;10;0;0;0;2019-05-08 19:23:29;2019-05-08 20:20:44;
9/05/19;05;59;41;3036;Félix Faure / Vivier Merle;OPEN;0;35;12;0;23;0;0;0;2019-05-08 19:23:30;2019-05-09 07:27:38;
9/05/19;05;59;41;6011;Mairie du 6e;OPEN;0;22;2;0;13;0;0;0;2019-05-08 19:23:21;2019-05-08 19:49:39;
9/05/19;05;59;41;7061;Jaurès / Université;OPEN;0;20;0;0;20;0;0;0;2019-05-08 19:23:39;2019-05-08 20:08:17;
9/05/19;05;59;41;6028;Récamier / Tête d'Or;OPEN;0;16;4;0;8;0;0;0;2019-05-08 19:23:44;2019-05-08 20:08:17;
9/05/19;05;59;41;6021;Garibaldi;OPEN;0;11;2;0;9;0;0;0;2019-05-08 19:23:27;2019-05-08 20:08:17;
9/05/19;05;59;41;5053;St Just;OPEN;0;18;9;0;9;0;0;0;2019-05-08 19:23:28;2019-05-09 07:27:38;
9/05/19;05;59;41;3083;Les Halles;OPEN;0;18;3;0;14;0;0;0;2019-05-08 19:23:43;2019-05-09 07:27:38;
9/05/19;05;59;41;6024;Tronchet / Anatole France;OPEN;0;10;5;0;5;0;0;0;2019-05-08 19:23:44;2019-05-09 07:27:38;
9/05/19;05;59;41;6033;Créqui / Lafayette;OPEN;0;15;5;0;10;0;0;0;2019-05-08 19:23:29;2019-05-08 20:20:44;
9/05/19;05;59;41;2035;Childebert/Rivière;OPEN;0;23;0;0;23;0;0;0;2019-05-08 19:23:32;2019-05-09 07:27:38;
9/05/19;05;59;41;5008;Sainte Irénée;OPEN;0;20;8;0;12;0;0;0;2019-05-08 19:23:41;2019-05-09 07:27:38;
9/05/19;05;59;42;2007;Patinoire Charlemagne;OPEN;0;22;2;0;19;0;0;0;2019-05-08 19:23:38;2019-05-08 20:08:17;
9/05/19;05;59;42;8015;Bd Jean XXIII;OPEN;0;16;7;0;9;0;0;0;2019-05-08 19:23:51;2019-05-09 07:27:38;
9/05/19;05;59;42;10048;Place Marengo;OPEN;0;27;9;0;13;0;0;0;2019-05-08 19:23:30;2019-05-08 20:20:44;
9/05/19;05;59;42;10121;Parc du Centre;OPEN;0;16;7;0;9;0;0;0;2019-05-08 19:23:36;2019-05-09 07:27:38;
9/05/19;05;59;42;8057;Vienne  / Montagny;OPEN;0;20;12;0;8;0;0;0;2019-05-08 19:23:30;2019-05-08 20:08:17;
9/05/19;05;59;42;3051;Place Henri;OPEN;0;13;2;0;11;0;0;0;2019-05-08 19:23:30;2019-05-09 07:27:38;
9/05/19;05;59;42;10032;Primat / Decorps;OPEN;0;13;4;0;9;0;0;0;2019-05-08 19:23:30;2019-05-09 07:38:23;
9/05/19;05;59;42;3099;Place Sainte Anne;OPEN;0;18;1;0;16;0;0;0;2019-05-08 19:23:36;2019-05-09 07:27:38;
9/05/19;05;59;42;10031;Croix Luizet;OPEN;0;22;16;0;6;0;0;0;2019-05-08 19:23:37;2019-05-08 20:08:17;
9/05/19;05;59;42;1002;Opéra;OPEN;0;22;5;0;17;0;0;0;2019-05-08 19:23:31;2019-05-08 19:49:39;
9/05/19;05;59;42;3003;Part Dieu / Deruelle;OPEN;0;30;6;0;14;0;0;0;2019-05-08 19:23:41;2019-05-08 20:08:17;
9/05/19;05;59;42;5009;Place Ennemond Fousseret;OPEN;0;16;9;0;6;0;0;0;2019-05-08 19:23:42;2019-05-08 20:20:44;
9/05/19;05;59;42;1031;Place de la Paix;OPEN;0;20;1;0;19;0;0;0;2019-05-08 19:23:25;2019-05-09 07:38:23;
9/05/19;05;59;42;3037;Paul Bert / Garibaldi;OPEN;0;20;6;0;14;0;0;0;2019-05-08 19:23:29;2019-05-09 07:27:38;
9/05/19;05;59;42;6022;Place Maréchal Lyautey;OPEN;0;20;2;0;18;0;0;0;2019-05-08 19:23:23;2019-05-08 20:08:17;
9/05/19;05;59;42;7005;Debourg;OPEN;0;20;8;0;11;0;0;0;2019-05-08 19:23:20;2019-05-08 20:08:17;
9/05/19;05;59;42;5016;Mairie du 5e;OPEN;0;13;4;0;6;0;0;0;2019-05-08 19:23:40;2019-05-08 19:49:39;
9/05/19;05;59;42;3103;Place Danton;OPEN;0;18;3;0;15;0;0;0;2019-05-08 19:23:22;2019-05-08 19:49:39;
9/05/19;05;59;42;2004;Perrache / Carnot;OPEN;0;18;3;0;15;0;0;0;2019-05-08 19:23:23;2019-05-08 20:08:17;
9/05/19;05;59;42;10079;Anatole France / Barbusse;OPEN;0;20;4;0;16;0;0;0;2019-05-08 19:23:24;2019-05-08 20:08:17;
9/05/19;05;59;42;7009;Jean Jaurès;OPEN;0;16;7;0;9;0;0;0;2019-05-08 19:23:24;2019-05-08 20:08:17;
9/05/19;05;59;42;7045;Parc des Berges;OPEN;0;25;7;0;18;0;0;0;2019-05-08 19:23:22;2019-05-08 19:49:39;
9/05/19;05;59;42;3101;Patinoire Baraban;OPEN;0;20;0;0;17;0;0;0;2019-05-08 19:23:22;2019-05-08 20:08:17;
9/05/19;05;59;42;9003;Place Valmy;OPEN;0;16;6;0;10;0;0;0;2019-05-08 19:23:28;2019-05-09 07:27:38;
9/05/19;05;59;42;4002;Mairie du 4e;OPEN;0;20;0;0;20;0;0;0;2019-05-08 19:23:39;2019-05-09 07:27:38;
9/05/19;05;59;42;3081;Part-Dieu / Francfort;OPEN;0;28;6;0;21;0;0;0;2019-05-08 19:23:39;2019-05-08 20:08:17;
9/05/19;05;59;42;4007;Place Flammarion;OPEN;0;18;7;0;10;0;0;0;2019-05-08 19:23:40;2019-05-09 07:27:38;
9/05/19;05;59;42;2015;Place de la République;OPEN;0;27;0;0;27;0;0;0;2019-05-08 19:23:21;2019-05-09 07:27:38;
9/05/19;05;59;42;3082;Place Bahadourian;OPEN;0;18;4;0;14;0;0;0;2019-05-08 19:23:24;2019-05-08 20:08:17;
9/05/19;05;59;42;6008;Place Jules Ferry;OPEN;0;20;1;0;18;0;0;0;2019-05-08 19:23:23;2019-05-08 20:08:17;
9/05/19;05;59;42;8007;Frères Lumière;OPEN;0;15;4;0;11;0;0;0;2019-05-08 19:23:46;2019-05-09 07:27:38;
9/05/19;05;59;42;10056;11 novembre / Gaston Berger;OPEN;0;35;6;0;28;0;0;0;2019-05-08 19:23:37;2019-05-08 20:08:17;
9/05/19;05;59;42;3029;Place Aristide Briand;OPEN;0;38;17;0;5;0;0;0;2019-05-08 19:23:37;2019-05-08 19:49:39;
9/05/19;05;59;42;4003;1, Place Cdt Arnaud;OPEN;0;17;1;0;16;0;0;0;2019-05-08 19:23:37;19-05-9 05:59:42;
9/05/19;05;59;42;5050;Théâtre Romain;OPEN;0;12;8;0;3;0;0;0;2019-05-08 19:23:46;2019-05-09 07:38:23;
9/05/19;05;59;42;7018;Lycée Louise Labé;OPEN;0;20;11;0;8;0;0;0;2019-05-08 19:23:21;2019-05-08 20:08:17;
9/05/19;05;59;42;10102;DOUA / Gaston Berger;OPEN;0;30;14;0;16;0;0;0;2019-05-08 19:23:46;2019-05-08 19:49:39;
9/05/19;05;59;42;10064;4 août 1789;OPEN;0;10;1;0;8;0;0;0;2019-05-08 19:23:47;2019-05-09 07:27:38;
9/05/19;05;59;42;7010;Centre Berthelot;OPEN;0;20;3;0;16;0;0;0;2019-05-08 19:23:47;2019-05-08 20:08:17;
9/05/19;05;59;42;10101;Einstein / 11 novembre 1918;OPEN;0;34;5;0;26;0;0;0;2019-05-08 19:23:47;2019-05-08 19:49:39;
9/05/19;05;59;42;7022;Jaurès / Lagrange;OPEN;0;30;18;0;12;0;0;0;2019-05-08 19:23:20;2019-05-08 20:08:17;
9/05/19;05;59;42;7002;Universités Lyon III / Lyon II;OPEN;0;29;11;0;14;0;0;0;2019-05-08 19:23:46;2019-05-09 07:27:38;
9/05/19;05;59;42;3007;Place d'Arsonval;OPEN;0;32;19;0;11;0;0;0;2019-05-08 19:23:20;2019-05-08 19:49:39;
9/05/19;05;59;42;6005;Place Edgar Quinet;OPEN;0;20;5;0;15;0;0;0;2019-05-08 19:23:46;2019-05-08 20:08:17;
9/05/19;05;59;42;10025;Totem;OPEN;0;16;8;0;7;0;0;0;2019-05-08 19:23:38;2019-05-08 20:08:17;
9/05/19;05;59;42;9004;Gare de Vaise;OPEN;0;22;8;0;12;0;0;0;2019-05-08 19:23:45;2019-05-08 19:49:39;
9/05/19;05;59;42;8002;Place Ambroise Courtois;OPEN;0;20;10;0;10;0;0;0;2019-05-08 19:23:45;2019-05-08 20:08:17;
9/05/19;05;59;42;8054;Martinière Monplaisir;OPEN;0;20;14;0;6;0;0;0;2019-05-08 19:23:47;2019-05-08 20:08:17;
9/05/19;05;59;42;7039;Guillotière / Madeleine;OPEN;0;10;0;0;10;0;0;0;2019-05-08 19:23:47;2019-05-08 20:20:44;
9/05/19;05;59;42;7006;Gerland;OPEN;0;40;21;0;19;0;0;0;2019-05-08 19:23:47;2019-05-08 20:20:44;
9/05/19;05;59;42;4004;Hénon;OPEN;0;22;9;0;13;0;0;0;2019-05-08 19:23:48;2019-05-08 20:08:17;
9/05/19;05;59;42;7030;Quartier Général Frère;OPEN;0;30;8;0;22;0;0;0;2019-05-08 19:23:48;2019-05-08 20:08:17;
9/05/19;05;59;42;10028;Ecole de musique;OPEN;0;24;0;0;24;0;0;0;2019-05-08 19:23:49;2019-05-08 19:49:39;
9/05/19;05;59;42;7007;Farge / Ayasse;OPEN;0;20;3;0;12;0;0;0;2019-05-08 19:23:49;2019-05-09 07:27:38;
9/05/19;05;59;42;10084;Doua / Avenue des Arts;OPEN;0;30;4;0;26;0;0;0;2019-05-08 19:23:50;2019-05-08 20:08:17;
9/05/19;05;59;42;7056;Place Raspail;OPEN;0;22;0;0;21;0;0;0;2019-05-08 19:23:50;2019-05-08 20:08:17;
9/05/19;05;59;42;10103;DOUA / Rue des sports;OPEN;0;30;5;0;25;0;0;0;2019-05-08 19:23:51;2019-05-08 20:08:17;
9/05/19;05;59;42;10080;Vaillant/Perroncel;OPEN;0;17;12;0;4;0;0;0;2019-05-08 19:23:51;2019-05-09 07:27:38;
9/05/19;05;59;42;2030;République / Poulaillerie;OPEN;0;22;4;0;18;0;0;0;2019-05-08 19:23:52;2019-05-08 20:08:17;
9/05/19;05;59;42;2012;Gailleton;OPEN;0;16;2;0;14;0;0;0;2019-05-08 19:23:52;2019-05-08 19:49:39;
9/05/19;05;59;42;9040;Place Rhodiaceta;OPEN;0;12;0;0;12;0;0;0;2019-05-08 19:23:53;2019-05-09 07:27:38;
9/05/19;05;59;42;10039;Bouvier;OPEN;0;16;9;0;7;0;0;0;2019-05-08 19:23:53;2019-05-08 20:08:18;
9/05/19;05;59;42;10002;INSA;OPEN;0;40;18;0;22;0;0;0;2019-05-08 19:23:53;2019-05-08 20:08:18;
9/05/19;05;59;42;10007;Piaton / Condorcet;OPEN;0;10;1;0;9;0;0;0;2019-05-08 19:23:54;2019-05-09 07:27:38;
9/05/19;05;59;42;9033;Gorge de Loup;OPEN;0;40;4;0;36;0;0;0;2019-05-08 19:23:54;2019-05-09 07:27:38;
9/05/19;05;59;42;3018;Créqui / Voltaire;OPEN;0;30;5;0;23;0;0;0;2019-05-08 19:23:54;2019-05-08 19:49:39;
9/05/19;05;59;42;1003;Place Sathonay;OPEN;0;15;3;0;11;0;0;0;2019-05-08 19:23:54;2019-05-09 07:27:38;
9/05/19;05;59;42;3084;Desaix;OPEN;0;28;10;0;17;0;0;0;2019-05-08 19:23:54;2019-05-09 07:27:38;
9/05/19;05;59;42;7035;Marseille / Université;OPEN;0;29;5;0;34;0;0;0;2019-05-08 19:23:55;2019-05-08 19:49:39;
9/05/19;05;59;42;10120;Salengro / Descartes;OPEN;0;15;5;0;10;0;0;0;2019-05-08 19:23:55;2019-05-08 20:08:18;
9/05/19;05;59;42;8037;Cazeneuve;OPEN;0;19;15;0;4;0;0;0;2019-05-08 19:23:55;2019-05-09 07:38:23;
9/05/19;17;19;17;3085;Sacré Coeur;OPEN;0;16;0;0;0;0;0;0;2019-05-08 19:23:31;19-05-9 17:19:17;
9/05/19;17;19;17;4005;1 Place Bertone;OPEN;0;12;3;0;9;0;0;0;2019-05-08 19:23:19;2019-05-09 07:27:38;
9/05/19;17;19;17;10087;Baratin;OPEN;0;12;3;0;9;0;0;0;2019-05-08 19:23:34;19-05-9 17:19:17;
9/05/19;17;19;17;7034;Piscine du Rhône;OPEN;0;28;1;0;30;0;0;0;2019-05-08 19:23:47;2019-05-08 20:08:17;
9/05/19;17;19;17;8052;Clinique Montplaisir;OPEN;0;16;0;0;15;0;0;0;2019-05-08 19:23:21;2019-05-08 20:20:44;
9/05/19;17;19;17;10013;Cusset;OPEN;0;20;0;0;20;0;0;0;2019-05-08 19:23:39;19-05-9 17:19:17;
9/05/19;17;19;17;2005;Confluence Hôtel de Région;OPEN;0;32;18;0;12;0;0;0;2019-05-08 19:23:39;2019-05-08 19:49:39;
9/05/19;17;19;17;1032;Pizay;OPEN;0;22;5;0;17;0;0;0;2019-05-08 19:23:39;2019-05-09 07:27:38;
9/05/19;17;19;17;6032;Préfecture / Sarrail;OPEN;0;20;5;0;15;0;0;0;2019-05-08 19:23:22;2019-05-08 20:20:44;
9/05/19;17;19;17;10016;Place de la paix;OPEN;0;17;10;0;6;0;0;0;2019-05-08 19:23:33;2019-05-09 07:59:41;
9/05/19;17;19;17;5030;Charcot / Résidence universitaire;OPEN;0;32;14;0;18;0;0;0;2019-05-08 19:23:39;19-05-9 17:19:17;
9/05/19;17;19;17;10047;Lherminier / Pressensé;OPEN;0;10;7;0;3;0;0;0;2019-05-08 19:23:29;2019-05-08 19:49:39;
9/05/19;17;19;17;4042;Grégory Coupet;OPEN;0;16;7;0;9;0;0;0;2019-05-08 19:23:32;19-05-9 17:19:17;
9/05/19;17;19;17;8040;Ambroise Paré;OPEN;0;24;5;0;19;0;0;0;2019-05-08 19:23:41;2019-05-09 07:27:38;
9/05/19;17;19;17;3031;Corneille / Servient;OPEN;0;13;3;0;9;0;0;0;2019-05-08 19:23:23;2019-05-09 07:27:38;
9/05/19;17;19;17;10001;IUT/ Feyssine;OPEN;0;30;1;0;28;0;0;0;2019-05-08 19:23:23;2019-05-08 20:20:44;
9/05/19;17;19;17;3043;Place Rouget de L'Isle;OPEN;0;16;7;0;9;0;0;0;2019-05-08 19:23:19;2019-05-08 20:20:44;
9/05/19;17;19;17;6001;Gare des Brotteaux;OPEN;0;16;0;0;16;0;0;0;2019-05-08 19:23:41;2019-05-08 20:20:44;
9/05/19;17;19;17;10038;Condorcet;OPEN;0;12;0;0;12;0;0;0;2019-05-08 19:23:19;2019-05-09 07:27:38;
9/05/19;17;19;17;10060;Saint Exupéry;OPEN;0;15;7;0;7;0;0;0;2019-05-08 19:23:24;2019-05-08 19:49:39;
9/05/19;17;19;17;10091;Château Gaillard / Fort;OPEN;0;16;2;0;13;0;0;0;2019-05-08 19:23:42;2019-05-09 07:27:38;
9/05/19;17;19;17;4025;Chazière;OPEN;0;20;1;0;16;0;0;0;2019-05-08 19:23:42;19-05-9 17:19:17;
9/05/19;17;19;17;10113;Gare de Villeurbanne;OPEN;0;22;3;0;19;0;0;0;2019-05-08 19:23:42;2019-05-08 20:20:44;
9/05/19;17;19;17;4023;Pont Mazaryk;OPEN;0;22;3;0;19;0;0;0;2019-05-08 19:23:43;2019-05-09 07:27:38;
9/05/19;17;19;17;3066;Kimmerling / Faure;OPEN;0;20;2;0;13;0;0;0;2019-05-08 19:23:43;2019-05-08 20:20:44;
9/05/19;17;19;17;10111;Charles Hernu;OPEN;0;16;0;0;16;0;0;0;2019-05-08 19:23:43;2019-05-09 07:27:38;
9/05/19;17;19;17;6042;Cité Internationale / Résidence hôtelière;OPEN;0;28;0;0;28;0;0;0;2019-05-08 19:23:48;2019-05-08 19:49:39;
9/05/19;17;19;17;2013;Célestins;OPEN;0;22;17;0;5;0;0;0;2019-05-08 19:23:48;2019-05-09 07:27:38;
9/05/19;17;19;17;8042;Francis de Pressenssé;OPEN;0;22;7;0;14;0;0;0;2019-05-08 19:23:26;2019-05-08 19:49:39;
9/05/19;17;19;17;9044;Masset / St Pierre de Vaise;OPEN;0;16;12;0;4;0;0;0;2019-05-08 19:23:26;2019-05-09 07:27:38;
9/05/19;17;19;17;4006;Philippe de Lassalle;OPEN;0;22;0;0;22;0;0;0;2019-05-08 19:23:26;2019-05-09 07:27:38;
9/05/19;17;19;17;2036;Place A.Gourju;OPEN;0;20;13;0;16;0;0;0;2019-05-08 19:23:27;2019-05-09 07:27:38;
9/05/19;17;19;17;6002;Porte des Enfants du Rhône;OPEN;0;29;27;0;2;0;0;0;2019-05-08 19:23:27;2019-05-09 07:27:38;
9/05/19;17;19;17;3012;Place du Château;OPEN;0;25;4;0;21;0;0;0;2019-05-08 19:23:25;2019-05-08 20:20:44;
9/05/19;17;19;17;7033;St Luc / St Joseph;OPEN;0;28;0;0;28;0;0;0;2019-05-08 19:23:33;2019-05-08 19:49:39;
9/05/19;17;19;17;7041;Domer / Chevreul;OPEN;0;12;5;0;7;0;0;0;2019-05-08 19:23:33;2019-05-08 20:20:44;
9/05/19;17;19;17;3071;BioParc;OPEN;0;20;0;0;19;0;0;0;2019-05-08 19:23:44;2019-05-09 07:27:38;
9/05/19;17;19;17;5006;Quai Romain Rolland;OPEN;0;17;10;0;7;0;0;0;2019-05-08 19:23:44;2019-05-08 20:08:17;
9/05/19;17;19;17;10014;Gare Laurent Bonnevay;OPEN;0;29;7;0;19;0;0;0;2019-05-08 19:23:44;19-05-9 17:19:17;
9/05/19;17;19;17;10004;Tonkin;OPEN;0;10;1;0;9;0;0;0;2019-05-08 19:23:44;2019-05-08 20:20:44;
9/05/19;17;19;17;1013;Martinière;OPEN;0;11;11;0;0;0;0;0;2019-05-08 19:23:44;2019-05-08 20:08:17;
9/05/19;17;19;17;8058;Longefer / Kruger;OPEN;0;16;3;0;13;0;0;0;2019-05-08 19:23:28;2019-05-08 20:08:17;
9/05/19;17;19;17;8025;Dumont / Jouvet;OPEN;0;17;4;0;13;0;0;0;2019-05-08 19:23:48;2019-05-08 20:08:17;
9/05/19;17;19;17;8056;Delore / Audibert & Lavirotte;OPEN;0;20;8;0;12;0;0;0;2019-05-08 19:23:24;2019-05-08 20:08:17;
9/05/19;17;19;17;10119;Villeurbanne Saint Jean;OPEN;0;12;4;0;8;0;0;0;2019-05-08 19:23:24;2019-05-09 07:27:38;
9/05/19;17;19;17;7053;Jaurès / Thibaudière;OPEN;0;18;12;0;5;0;0;0;2019-05-08 19:23:25;2019-05-08 19:49:39;
9/05/19;17;19;17;10021;GrandClément;OPEN;0;19;1;0;18;0;0;0;2019-05-08 19:23:26;2019-05-08 20:08:17;
9/05/19;17;19;17;7023;Berthelot / Route de Vienne;OPEN;0;15;10;0;5;0;0;0;2019-05-08 19:23:26;2019-05-08 19:49:39;
9/05/19;17;19;17;6044;Charmettes / Bellecombe;OPEN;0;16;0;0;16;0;0;0;2019-05-08 19:23:26;2019-05-08 19:49:39;
9/05/19;17;19;17;3008;Institut Lumière;OPEN;0;18;0;0;18;0;0;0;2019-05-08 19:23:26;2019-05-09 07:27:38;
9/05/19;17;19;17;2026;République / Paufique;OPEN;0;28;4;0;24;0;0;0;2019-05-08 19:23:28;2019-05-09 07:27:38;
9/05/19;17;19;17;3011;Part Dieu / Cuirassier;OPEN;0;59;2;0;56;0;0;0;2019-05-08 19:23:40;2019-05-08 19:49:39;
9/05/19;17;19;17;10092;Montgolfier / Château Gaillard;OPEN;0;17;7;0;10;0;0;0;2019-05-08 19:23:40;2019-05-09 07:27:38;
9/05/19;17;19;17;10024;Maisons Neuves;OPEN;0;23;3;0;7;0;0;0;2019-05-08 19:23:40;2019-05-09 07:27:38;
9/05/19;17;19;17;6040;Les Halles;OPEN;0;15;1;0;13;0;0;0;2019-05-08 19:23:35;2019-05-08 19:49:39;
9/05/19;17;19;17;3016;Liberté / Part Dieu;OPEN;0;18;9;0;9;0;0;0;2019-05-08 19:23:33;2019-05-08 20:08:17;
9/05/19;17;19;17;6003;Avenue Verguin;OPEN;0;20;0;0;19;0;0;0;2019-05-08 19:23:34;2019-05-09 07:27:38;
9/05/19;17;19;17;2006;Place de l'Hippodrome;OPEN;0;14;1;0;21;0;0;0;2019-05-08 19:23:35;2019-05-08 20:08:17;
9/05/19;17;19;17;3021;Place de la Ferrandière;OPEN;0;20;5;0;14;0;0;0;2019-05-08 19:23:35;2019-05-09 07:27:38;
9/05/19;17;19;17;2009;Confluence Les Docks;OPEN;0;26;1;0;24;0;0;0;2019-05-08 19:23:35;2019-05-09 07:27:38;
9/05/19;17;19;17;2011;Sala / Rue du Plat;OPEN;0;15;14;0;0;0;0;0;2019-05-08 19:23:30;2019-05-09 07:27:38;
9/05/19;17;19;17;1001;Terreaux / Terme;OPEN;0;16;8;0;8;0;0;0;2019-05-08 19:23:30;2019-05-09 07:38:23;
9/05/19;17;19;17;8039;Pierre Delore;OPEN;0;20;8;0;12;0;0;0;2019-05-08 19:23:39;2019-05-08 20:20:44;
9/05/19;17;19;17;10049;Préssensé;OPEN;0;16;0;0;15;0;0;0;2019-05-08 19:23:29;2019-05-09 07:27:38;
9/05/19;17;19;17;7021;Challemel Lacour / Gerland;OPEN;0;12;4;0;7;0;0;0;2019-05-08 19:23:32;2019-05-09 07:27:38;
9/05/19;17;19;17;3004;Bourse du travail;OPEN;0;20;3;0;17;0;0;0;2019-05-08 19:23:33;2019-05-08 20:20:44;
9/05/19;17;19;17;3024;Rockfeller / Esquirol;OPEN;0;19;0;0;19;0;0;0;2019-05-08 19:23:31;2019-05-09 07:38:23;
9/05/19;17;19;17;2041;Sala/Charité;OPEN;0;16;10;0;6;0;0;0;2019-05-08 19:23:30;2019-05-09 07:27:38;
9/05/19;17;19;17;10086;Anatole France;OPEN;0;10;3;0;7;0;0;0;2019-05-08 19:23:31;2019-05-08 20:08:17;
9/05/19;17;19;17;7011;Berthelot / Garibaldi;OPEN;0;10;4;0;6;0;0;0;2019-05-08 19:23:40;2019-05-08 19:49:39;
9/05/19;17;19;17;3088;Place Guichard;OPEN;0;16;1;0;15;0;0;0;2019-05-08 19:23:40;2019-05-09 07:27:38;
9/05/19;17;19;17;10059;Anatole France / Zola;OPEN;0;13;1;0;12;0;0;0;2019-05-08 19:23:31;2019-05-08 19:49:39;
9/05/19;17;19;17;7062;Garibaldi / Domer;OPEN;0;19;7;0;12;0;0;0;2019-05-08 19:23:27;2019-05-08 20:08:17;
9/05/19;17;19;17;2002;Bellecour / St Exupéry;OPEN;0;20;15;0;4;0;0;0;2019-05-08 19:23:27;2019-05-08 19:49:39;
9/05/19;17;19;17;3087;Part-Dieu / Garibaldi;OPEN;0;20;0;0;20;0;0;0;2019-05-08 19:23:45;2019-05-09 07:27:38;
9/05/19;17;19;17;8024;Mermoz / Michelet;OPEN;0;12;4;0;8;0;0;0;2019-05-08 19:23:34;2019-05-08 20:20:44;
9/05/19;17;19;17;9008;L'Ile Barbe;OPEN;0;16;8;0;8;0;0;0;2019-05-08 19:23:32;2019-05-09 07:27:38;
9/05/19;17;19;17;10053;Rossellini / 11 Novembre;OPEN;0;20;0;0;19;0;0;0;2019-05-08 19:23:27;2019-05-08 20:08:17;
9/05/19;17;19;17;3094;Villette;OPEN;0;38;1;0;27;0;0;0;2019-05-08 19:23:21;2019-05-09 07:27:38;
9/05/19;17;19;17;10114;Bel Air / Les Brosses;OPEN;0;20;0;0;20;0;0;0;2019-05-08 19:23:19;2019-05-09 07:27:38;
9/05/19;17;19;17;7031;Jaurès / Gerland;OPEN;0;20;13;0;7;0;0;0;2019-05-08 19:23:19;2019-05-08 20:08:17;
9/05/19;17;19;17;9050;Allée de l'Europe;OPEN;0;12;1;0;11;0;0;0;2019-05-08 19:23:34;19-05-9 17:19:17;
9/05/19;17;19;17;6007;Masséna;OPEN;0;20;7;0;13;0;0;0;2019-05-08 19:23:20;2019-05-08 19:49:39;
9/05/19;17;19;17;9051;Andréi Sakharov;OPEN;0;12;0;0;12;0;0;0;2019-05-08 19:23:20;19-05-9 17:19:17;
9/05/19;17;19;17;7049;Cité Scolaire Internationale;OPEN;0;25;1;0;24;0;0;0;2019-05-08 19:23:20;2019-05-09 07:27:38;
9/05/19;17;19;17;5047;Albéric Pont;OPEN;0;16;3;0;13;0;0;0;2019-05-08 19:23:32;2019-05-08 20:08:17;
9/05/19;17;19;17;8053;Lumière/Trouilhet;OPEN;0;16;4;0;12;0;0;0;2019-05-08 19:23:32;2019-05-08 20:20:44;
9/05/19;17;19;17;8029;Etats Unis / Lévigne;OPEN;0;20;3;0;17;0;0;0;2019-05-08 19:23:46;2019-05-08 20:08:17;
9/05/19;17;19;17;3086;Feuillat / Lacassagne;OPEN;0;16;6;0;8;0;0;0;2019-05-08 19:23:48;2019-05-08 20:20:44;
9/05/19;17;19;17;10018;Tolstoï / Florian;OPEN;0;21;18;0;3;0;0;0;2019-05-08 19:23:26;2019-05-08 20:20:44;
9/05/19;17;19;17;9049;Sergent Berthet / Gorge de Loup;OPEN;0;16;10;0;6;0;0;0;2019-05-08 19:23:26;2019-05-09 07:27:38;
9/05/19;17;19;17;10110;Mémoire & Société;OPEN;0;18;0;0;0;0;0;0;2019-05-08 19:23:27;2019-05-08 19:49:39;
9/05/19;17;19;17;2037;Place des Archives;OPEN;0;30;9;0;30;0;0;0;2019-05-08 19:23:28;2019-05-09 07:27:38;
9/05/19;17;19;17;1034;Carmélites;OPEN;0;16;2;0;13;0;0;0;2019-05-08 19:23:43;2019-05-09 07:27:38;
9/05/19;17;19;17;3013;Place Antoinette;OPEN;0;21;11;0;10;0;0;0;2019-05-08 19:23:43;2019-05-08 19:49:39;
9/05/19;17;19;17;10008;Salengro / Vaillant;OPEN;0;24;0;0;24;0;0;0;2019-05-08 19:23:43;2019-05-08 20:08:17;
9/05/19;17;19;17;10012;Zola / France;OPEN;0;16;6;0;10;0;0;0;2019-05-08 19:23:29;2019-05-09 07:27:38;
9/05/19;17;19;17;4022;Place de la Croix-Rousse;OPEN;0;21;0;0;21;0;0;0;2019-05-08 19:23:29;2019-05-09 07:27:38;
